benchmark\N	16	32	64	128	256	512	1024
mm_mul_simd_ikj	3.195490236	7.363542975	11.67965549	11.49203464	15.00279996	6.880458908	6.05051559
mm_mul_blocked_ikj	3.145212429	7.656665401	10.84352318	11.33893452	15.36224675	12.27257959	12.06767653
mm_mul_var_blocked_ikj	2.936757577	6.349606299	10.54918669	11.22642285	14.07715629	12.55602052	10.4827508
mm_mul_restricted_ikj	2.901751435	8.639151512	11.465929	12.85301079	15.76844511	8.754622775	6.557172079
mm_mul_simple_ikj	3.050547761	8.667938624	12.66055939	9.373271083	11.05176177	8.188794573	5.963511215
