benchmark\N	16	32	64	128	256	512	1024
mm_mul_blocked_ikj	2.404557023	5.646465707	5.940679089	6.471218095	5.667022882	3.594080605	3.809626998
mm_mul_var_blocked_ikj	2.781243429	4.811132904	5.279882749	5.223809123	5.087105077	4.111273766	4.202076001
mm_mul_restricted_ikj	3.182802599	5.146631777	5.044775251	5.462971511	4.596221466	1.774728893	1.414894825
mm_mul_simple_ikj	1.614681886	3.46111132	3.154043629	3.492167298	3.643287882	3.254052621	2.82544781
