benchmark\N	8	16	32	64	128	256	512	1024
mm_mul_restricted_ikj	0.8798460269	3.679695832	4.735659859	5.664426052	6.445915297	6.904775675	6.827707147	6.661044925
mm_mul_simple_ikj	1.195070335	2.956670765	4.418539345	4.342663274	4.533842013	4.849638019	4.931547728	4.463075432
