benchmark\N	512	1024	1536	2048	2560	3072	3584	4096	4608	5120
matrix_sum_rowwise	1.53802647	1.609395178	1.635632601	1.656823685	1.652007087	1.646663133	1.6583747	1.621656382	1.614985096	1.637421804
matrix_sum_colwise	0.3223294916	0.1989686071	0.1775949576	0.1355552953	0.1365342444	0.1123639308	0.1041911425	0.0920792078	0.08396833903	0.08026993939
